instant,dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
307,14-01-2011,1,6,False,5,1,0.1,0.1818,0.54,0.0,0,17,17
308,14-01-2011,1,7,False,5,1,0.1,0.1212,0.74,0.1642,0,70,70
309,14-01-2011,1,8,False,5,1,0.12,0.1667,0.68,0.0,2,156,158
310,14-01-2011,1,9,False,5,1,0.14,0.1515,0.69,0.1343,0,117,117
311,14-01-2011,1,10,False,5,1,0.18,0.1818,0.55,0.194,4,40,44
312,14-01-2011,1,11,False,5,1,0.18,0.1667,0.51,0.2836,6,47,53
313,14-01-2011,1,12,False,5,1,0.2,0.197,0.44,0.2537,2,59,61
314,14-01-2011,1,13,False,5,1,0.22,0.197,0.37,0.3881,4,73,77
315,14-01-2011,1,14,False,5,1,0.22,0.2121,0.41,0.2836,5,59,64
316,14-01-2011,1,15,False,5,1,0.24,0.2424,0.38,0.1642,9,59,68
317,14-01-2011,1,16,False,5,1,0.22,0.2424,0.41,0.1045,3,87,90
318,14-01-2011,1,17,False,5,1,0.22,0.2273,0.41,0.1642,4,155,159
319,14-01-2011,1,18,False,5,1,0.2,0.2576,0.47,0.0,5,134,139
320,14-01-2011,1,19,False,5,1,0.16,0.197,0.59,0.0896,3,89,92
321,14-01-2011,1,20,False,5,1,0.18,0.2424,0.59,0.0,0,68,68
322,14-01-2011,1,21,False,5,1,0.16,0.2273,0.69,0.0,4,48,52
323,14-01-2011,1,22,False,5,2,0.16,0.2273,0.69,0.0,2,34,36
324,14-01-2011,1,23,False,5,2,0.18,0.2424,0.55,0.0,1,26,27
325,15-01-2011,1,0,False,6,1,0.18,0.2424,0.55,0.0,3,25,28
326,15-01-2011,1,1,False,6,2,0.16,0.197,0.59,0.0896,2,18,20
327,15-01-2011,1,2,False,6,2,0.16,0.197,0.59,0.0896,0,12,12
328,15-01-2011,1,3,False,6,2,0.16,0.2273,0.59,0.0,1,7,8
329,15-01-2011,1,4,False,6,2,0.16,0.2273,0.59,0.0,0,5,5
330,15-01-2011,1,5,False,6,1,0.16,0.2273,0.59,0.0,0,1,1
331,15-01-2011,1,6,False,6,1,0.14,0.1667,0.63,0.1045,1,2,3
332,15-01-2011,1,7,False,6,1,0.14,0.2121,0.63,0.0,1,9,10
333,15-01-2011,1,8,False,6,1,0.14,0.1515,0.63,0.1343,1,22,23
334,15-01-2011,1,9,False,6,1,0.16,0.1818,0.64,0.1343,2,31,33
335,15-01-2011,1,10,False,6,1,0.18,0.197,0.59,0.1642,2,57,59
336,15-01-2011,1,11,False,6,1,0.2,0.197,0.55,0.2239,18,54,72
337,15-01-2011,1,12,False,6,1,0.24,0.2273,0.48,0.2239,15,74,89
338,15-01-2011,1,13,False,6,1,0.28,0.2576,0.38,0.2985,21,80,101
339,15-01-2011,1,14,False,6,1,0.3,0.2879,0.39,0.2836,26,92,118
340,15-01-2011,1,15,False,6,2,0.32,0.3182,0.36,0.194,21,108,129
341,15-01-2011,1,16,False,6,2,0.34,0.3333,0.34,0.194,33,95,128
342,15-01-2011,1,17,False,6,2,0.32,0.303,0.36,0.2836,29,54,83
343,15-01-2011,1,18,False,6,2,0.3,0.2879,0.45,0.2537,15,69,84
344,15-01-2011,1,19,False,6,2,0.32,0.303,0.39,0.2537,14,60,74
345,15-01-2011,1,20,False,6,2,0.32,0.303,0.39,0.2537,6,35,41
346,15-01-2011,1,21,False,6,2,0.32,0.303,0.39,0.2239,6,51,57
347,15-01-2011,1,22,False,6,2,0.3,0.3182,0.42,0.1045,0,26,26
348,15-01-2011,1,23,False,6,1,0.3,0.2879,0.45,0.2836,5,39,44
349,16-01-2011,1,0,False,0,1,0.26,0.303,0.56,0.0,6,33,39
350,16-01-2011,1,1,False,0,1,0.26,0.2727,0.56,0.1343,4,19,23
351,16-01-2011,1,2,False,0,1,0.26,0.2879,0.56,0.0896,3,13,16
352,16-01-2011,1,3,False,0,1,0.22,0.2727,0.69,0.0,9,6,15
353,16-01-2011,1,4,False,0,1,0.26,0.2576,0.56,0.1642,0,1,1
354,16-01-2011,1,5,False,0,2,0.26,0.2576,0.56,0.1642,1,1,2
355,16-01-2011,1,6,False,0,2,0.26,0.2576,0.56,0.1642,0,1,1
356,16-01-2011,1,7,False,0,2,0.24,0.2121,0.56,0.2985,0,3,3
357,16-01-2011,1,8,False,0,1,0.22,0.2121,0.55,0.2836,0,18,18
358,16-01-2011,1,9,False,0,1,0.22,0.2121,0.51,0.2537,3,29,32
359,16-01-2011,1,10,False,0,1,0.22,0.2121,0.51,0.2836,8,71,79
360,16-01-2011,1,11,False,0,1,0.24,0.2273,0.44,0.2537,23,70,93
361,16-01-2011,1,12,False,0,1,0.24,0.2121,0.41,0.2836,29,75,104
362,16-01-2011,1,13,False,0,1,0.26,0.2273,0.35,0.2985,23,95,118
363,16-01-2011,1,14,False,0,1,0.28,0.2727,0.36,0.2537,22,69,91
364,16-01-2011,1,15,False,0,1,0.26,0.2424,0.38,0.2537,35,78,113
365,16-01-2011,1,16,False,0,1,0.24,0.2273,0.38,0.2239,22,77,99
366,16-01-2011,1,17,False,0,1,0.22,0.2121,0.37,0.2537,23,82,105
367,16-01-2011,1,18,False,0,1,0.2,0.2121,0.4,0.1642,11,56,67
368,16-01-2011,1,19,False,0,1,0.18,0.197,0.47,0.1343,14,47,61
369,16-01-2011,1,20,False,0,1,0.18,0.197,0.47,0.1642,7,50,57
370,16-01-2011,1,21,False,0,1,0.18,0.197,0.51,0.1642,6,22,28
371,16-01-2011,1,22,False,0,2,0.2,0.2121,0.49,0.1343,2,19,21
372,16-01-2011,1,23,False,0,2,0.2,0.2273,0.4,0.1045,0,18,18
373,17-01-2011,1,0,True,1,2,0.2,0.197,0.47,0.2239,1,16,17
374,17-01-2011,1,1,True,1,2,0.2,0.197,0.44,0.194,1,15,16
375,17-01-2011,1,2,True,1,2,0.18,0.1667,0.43,0.2537,0,8,8
376,17-01-2011,1,3,True,1,2,0.18,0.1818,0.43,0.194,0,2,2
377,17-01-2011,1,4,True,1,2,0.18,0.197,0.43,0.1343,1,2,3
378,17-01-2011,1,5,True,1,2,0.18,0.197,0.43,0.1642,0,1,1
379,17-01-2011,1,6,True,1,2,0.18,0.1818,0.43,0.194,0,5,5
380,17-01-2011,1,7,True,1,2,0.16,0.1818,0.5,0.1343,4,9,13
381,17-01-2011,1,8,True,1,2,0.16,0.1515,0.47,0.2239,3,30,33
382,17-01-2011,1,9,True,1,2,0.16,0.1515,0.47,0.2239,8,39,47
383,17-01-2011,1,10,True,1,2,0.16,0.1515,0.5,0.2537,7,50,57
384,17-01-2011,1,11,True,1,2,0.16,0.1515,0.55,0.194,9,55,64
385,17-01-2011,1,12,True,1,2,0.18,0.197,0.47,0.1343,10,70,80
386,17-01-2011,1,13,True,1,2,0.18,0.197,0.47,0.1343,13,80,93
387,17-01-2011,1,14,True,1,2,0.18,0.2121,0.43,0.1045,12,74,86
388,17-01-2011,1,15,True,1,2,0.2,0.2121,0.47,0.1642,21,72,93
389,17-01-2011,1,16,True,1,2,0.2,0.2121,0.47,0.1642,6,76,82
390,17-01-2011,1,17,True,1,1,0.2,0.197,0.51,0.194,4,67,71
391,17-01-2011,1,18,True,1,2,0.18,0.1667,0.55,0.2537,7,85,92
392,17-01-2011,1,19,True,1,3,0.18,0.1818,0.59,0.194,2,58,60
393,17-01-2011,1,20,True,1,3,0.16,0.1515,0.8,0.194,4,29,33
394,17-01-2011,1,21,True,1,3,0.16,0.1515,0.8,0.194,3,24,27
395,17-01-2011,1,22,True,1,3,0.14,0.1212,0.93,0.2537,0,13,13
396,17-01-2011,1,23,True,1,3,0.16,0.1364,0.86,0.2836,1,3,4
397,18-01-2011,1,12,False,2,2,0.2,0.1818,0.86,0.3284,0,3,3
398,18-01-2011,1,13,False,2,2,0.2,0.197,0.86,0.2239,0,22,22
399,18-01-2011,1,14,False,2,2,0.22,0.2273,0.8,0.1642,2,26,28
400,18-01-2011,1,15,False,2,2,0.22,0.2273,0.87,0.1642,3,32,35
401,18-01-2011,1,16,False,2,2,0.22,0.2273,0.87,0.194,0,61,61
402,18-01-2011,1,17,False,2,2,0.22,0.2273,0.82,0.194,1,124,125
403,18-01-2011,1,18,False,2,2,0.22,0.2273,0.8,0.1642,1,132,133
404,18-01-2011,1,19,False,2,2,0.22,0.2273,0.8,0.1343,1,98,99
405,18-01-2011,1,20,False,2,2,0.22,0.2727,0.87,0.0,0,83,83
406,18-01-2011,1,21,False,2,2,0.22,0.2424,0.93,0.1045,0,41,41
407,18-01-2011,1,22,False,2,2,0.22,0.2576,0.93,0.0896,0,33,33
408,18-01-2011,1,23,False,2,2,0.22,0.2727,0.93,0.0,1,19,20
409,19-01-2011,1,0,False,3,2,0.22,0.2727,0.93,0.0,0,3,3
410,19-01-2011,1,1,False,3,3,0.22,0.2273,0.93,0.1343,1,6,7
411,19-01-2011,1,2,False,3,3,0.22,0.2273,0.93,0.1343,0,3,3
412,19-01-2011,1,4,False,3,3,0.22,0.2273,0.93,0.1343,1,1,2
413,19-01-2011,1,5,False,3,2,0.22,0.2576,0.93,0.0896,0,7,7
414,19-01-2011,1,6,False,3,2,0.22,0.2576,0.93,0.0896,0,32,32
415,19-01-2011,1,7,False,3,2,0.24,0.2576,0.92,0.1045,1,89,90
416,19-01-2011,1,8,False,3,2,0.24,0.2576,0.93,0.1045,1,196,197
417,19-01-2011,1,9,False,3,2,0.24,0.2576,0.93,0.1045,2,107,109
418,19-01-2011,1,10,False,3,2,0.26,0.2727,0.93,0.1343,1,46,47
419,19-01-2011,1,11,False,3,2,0.28,0.303,0.87,0.0896,5,47,52
420,19-01-2011,1,12,False,3,2,0.3,0.3182,0.81,0.0896,5,65,70
421,19-01-2011,1,13,False,3,1,0.4,0.4091,0.62,0.2836,11,67,78
422,19-01-2011,1,14,False,3,1,0.4,0.4091,0.58,0.2537,7,68,75
423,19-01-2011,1,15,False,3,1,0.4,0.4091,0.54,0.2836,4,78,82
424,19-01-2011,1,16,False,3,1,0.38,0.3939,0.58,0.3881,10,94,104
425,19-01-2011,1,17,False,3,1,0.36,0.3333,0.57,0.3284,7,190,197
426,19-01-2011,1,18,False,3,1,0.34,0.3182,0.61,0.2836,5,156,161
427,19-01-2011,1,19,False,3,1,0.32,0.2879,0.57,0.4179,4,108,112
428,19-01-2011,1,20,False,3,1,0.32,0.303,0.49,0.2985,2,74,76
429,19-01-2011,1,21,False,3,1,0.32,0.2879,0.49,0.4179,4,55,59
430,19-01-2011,1,22,False,3,1,0.3,0.303,0.52,0.1642,6,53,59
431,19-01-2011,1,23,False,3,1,0.3,0.2727,0.52,0.4627,1,27,28
432,20-01-2011,1,0,False,4,1,0.26,0.2273,0.56,0.3881,5,8,13
433,20-01-2011,1,1,False,4,1,0.26,0.2727,0.56,0.0,2,3,5
434,20-01-2011,1,2,False,4,1,0.26,0.2727,0.56,0.0,0,2,2
435,20-01-2011,1,3,False,4,1,0.26,0.2576,0.56,0.1642,0,1,1
436,20-01-2011,1,4,False,4,1,0.26,0.2576,0.56,0.1642,0,1,1
437,20-01-2011,1,5,False,4,1,0.24,0.2273,0.6,0.2239,0,6,6
438,20-01-2011,1,6,False,4,1,0.22,0.2121,0.6,0.2239,0,35,35
439,20-01-2011,1,7,False,4,1,0.22,0.2121,0.55,0.2239,1,100,101
440,20-01-2011,1,8,False,4,1,0.22,0.2121,0.55,0.2836,2,247,249
441,20-01-2011,1,9,False,4,2,0.24,0.2273,0.52,0.2239,3,140,143
442,20-01-2011,1,10,False,4,1,0.26,0.2273,0.48,0.2985,1,56,57
443,20-01-2011,1,11,False,4,2,0.28,0.2727,0.45,0.1642,5,63,68
444,20-01-2011,1,12,False,4,2,0.3,0.3333,0.42,0.0,7,77,84
445,20-01-2011,1,13,False,4,2,0.28,0.2879,0.45,0.1045,12,86,98
446,20-01-2011,1,14,False,4,2,0.3,0.303,0.45,0.1343,6,75,81
447,20-01-2011,1,15,False,4,2,0.32,0.3182,0.45,0.194,8,62,70
448,20-01-2011,1,16,False,4,2,0.3,0.303,0.49,0.1343,8,83,91
449,20-01-2011,1,17,False,4,2,0.3,0.3182,0.49,0.1045,8,207,215
450,20-01-2011,1,18,False,4,2,0.26,0.2576,0.56,0.194,1,184,185
451,20-01-2011,1,19,False,4,1,0.26,0.2273,0.56,0.3284,6,146,152
452,20-01-2011,1,20,False,4,2,0.26,0.2424,0.6,0.2836,2,124,126
453,20-01-2011,1,21,False,4,2,0.24,0.2273,0.6,0.2537,3,54,57
454,20-01-2011,1,22,False,4,2,0.24,0.2121,0.65,0.2836,0,56,56
455,20-01-2011,1,23,False,4,2,0.24,0.2121,0.65,0.3284,3,28,31
456,21-01-2011,1,0,False,5,2,0.24,0.2273,0.7,0.2537,1,20,21
457,21-01-2011,1,1,False,5,2,0.24,0.2273,0.7,0.2537,0,6,6
458,21-01-2011,1,2,False,5,3,0.24,0.2424,0.75,0.1642,0,2,2
459,21-01-2011,1,3,False,5,3,0.22,0.2121,0.8,0.2985,0,1,1
460,21-01-2011,1,4,False,5,2,0.22,0.2576,0.87,0.0896,0,1,1
461,21-01-2011,1,5,False,5,1,0.24,0.197,0.6,0.4179,1,4,5
462,21-01-2011,1,6,False,5,1,0.22,0.2121,0.55,0.2537,0,27,27
463,21-01-2011,1,7,False,5,1,0.2,0.1818,0.51,0.2836,2,66,68
464,21-01-2011,1,8,False,5,1,0.2,0.1818,0.47,0.3284,7,210,217
465,21-01-2011,1,9,False,5,1,0.2,0.1818,0.51,0.3582,7,159,166
466,21-01-2011,1,10,False,5,1,0.2,0.1667,0.47,0.4627,6,57,63
467,21-01-2011,1,11,False,5,1,0.22,0.1818,0.41,0.4627,6,53,59
468,21-01-2011,1,12,False,5,1,0.22,0.1818,0.27,0.5821,11,67,78
469,21-01-2011,1,13,False,5,1,0.2,0.1515,0.21,0.5821,8,65,73
470,21-01-2011,1,14,False,5,1,0.2,0.1515,0.25,0.5224,6,56,62
471,21-01-2011,1,15,False,5,1,0.16,0.1212,0.26,0.4478,4,61,65
472,21-01-2011,1,16,False,5,1,0.16,0.1364,0.26,0.3582,0,97,97
473,21-01-2011,1,17,False,5,1,0.14,0.1212,0.28,0.3582,10,151,161
474,21-01-2011,1,18,False,5,1,0.12,0.1212,0.3,0.2537,1,119,120
475,21-01-2011,1,19,False,5,1,0.12,0.1061,0.3,0.3284,3,93,96
476,21-01-2011,1,20,False,5,1,0.1,0.0758,0.33,0.4179,1,52,53
477,21-01-2011,1,21,False,5,1,0.08,0.0758,0.38,0.2836,0,41,41
478,21-01-2011,1,22,False,5,1,0.06,0.0303,0.41,0.3881,1,33,34
479,21-01-2011,1,23,False,5,1,0.06,0.0455,0.38,0.3284,0,27,27
480,22-01-2011,1,0,False,6,1,0.04,0.0303,0.45,0.2537,0,13,13
481,22-01-2011,1,1,False,6,2,0.04,0.0,0.41,0.3881,3,9,12
482,22-01-2011,1,2,False,6,2,0.04,0.0303,0.41,0.2537,0,11,11
483,22-01-2011,1,3,False,6,2,0.04,0.0303,0.41,0.2836,1,6,7
484,22-01-2011,1,4,False,6,2,0.02,0.0152,0.48,0.2985,0,3,3
485,22-01-2011,1,6,False,6,2,0.02,0.0303,0.44,0.2239,0,2,2
486,22-01-2011,1,7,False,6,1,0.02,0.0152,0.44,0.2836,0,8,8
487,22-01-2011,1,8,False,6,1,0.02,0.0,0.44,0.3284,1,26,27
488,22-01-2011,1,9,False,6,1,0.04,0.0303,0.41,0.2537,3,37,40
489,22-01-2011,1,10,False,6,2,0.04,0.0606,0.41,0.1642,3,50,53
490,22-01-2011,1,11,False,6,2,0.06,0.0758,0.38,0.1343,4,59,63
491,22-01-2011,1,12,False,6,2,0.06,0.1061,0.38,0.1045,10,60,70
492,22-01-2011,1,13,False,6,1,0.08,0.1667,0.35,0.0,12,72,84
493,22-01-2011,1,14,False,6,1,0.1,0.1364,0.33,0.1045,11,64,75
494,22-01-2011,1,15,False,6,1,0.12,0.1515,0.28,0.0,10,93,103
495,22-01-2011,1,16,False,6,1,0.12,0.1364,0.28,0.194,11,72,83
496,22-01-2011,1,17,False,6,1,0.12,0.197,0.28,0.0,8,59,67
497,22-01-2011,1,18,False,6,1,0.08,0.0909,0.35,0.194,0,54,54
498,22-01-2011,1,19,False,6,1,0.08,0.1061,0.35,0.1343,6,53,59
499,22-01-2011,1,20,False,6,1,0.06,0.0758,0.45,0.1642,1,44,45
500,22-01-2011,1,21,False,6,1,0.06,0.1061,0.41,0.0896,0,39,39
501,22-01-2011,1,22,False,6,1,0.06,0.1515,0.49,0.0,7,23,30
502,22-01-2011,1,23,False,6,1,0.04,0.0758,0.57,0.1045,2,31,33
503,23-01-2011,1,0,False,0,1,0.04,0.0758,0.57,0.1045,2,20,22
504,23-01-2011,1,1,False,0,1,0.04,0.0758,0.57,0.1045,1,12,13
505,23-01-2011,1,2,False,0,1,0.02,0.0606,0.62,0.1343,3,15,18
506,23-01-2011,1,3,False,0,1,0.02,0.0606,0.62,0.1343,1,4,5
507,23-01-2011,1,5,False,0,2,0.04,0.0758,0.57,0.1045,0,3,3
508,23-01-2011,1,6,False,0,2,0.04,0.0758,0.57,0.1045,0,1,1
509,23-01-2011,1,7,False,0,1,0.08,0.1061,0.58,0.1642,1,1,2
510,23-01-2011,1,8,False,0,1,0.06,0.0758,0.62,0.1642,2,17,19
511,23-01-2011,1,9,False,0,1,0.1,0.0758,0.54,0.3582,3,25,28
512,23-01-2011,1,10,False,0,1,0.14,0.1061,0.46,0.3881,7,51,58
513,23-01-2011,1,11,False,0,1,0.14,0.1364,0.43,0.2239,22,77,99
514,23-01-2011,1,12,False,0,1,0.16,0.1212,0.37,0.4627,24,92,116
515,23-01-2011,1,13,False,0,1,0.14,0.1061,0.33,0.3881,12,75,87
516,23-01-2011,1,14,False,0,1,0.16,0.1364,0.28,0.3582,17,93,110
517,23-01-2011,1,15,False,0,1,0.16,0.1364,0.28,0.3582,13,64,77
518,23-01-2011,1,16,False,0,1,0.16,0.1364,0.26,0.3284,9,56,65
519,23-01-2011,1,17,False,0,1,0.14,0.1061,0.26,0.3881,5,50,55
520,23-01-2011,1,18,False,0,1,0.12,0.1212,0.3,0.2537,5,44,49
521,23-01-2011,1,19,False,0,1,0.12,0.1212,0.3,0.2836,5,45,50
522,23-01-2011,1,20,False,0,1,0.1,0.1061,0.36,0.2537,4,31,35
523,23-01-2011,1,21,False,0,1,0.1,0.1061,0.36,0.194,5,20,25
524,23-01-2011,1,22,False,0,1,0.08,0.0909,0.38,0.194,5,23,28
525,23-01-2011,1,23,False,0,1,0.06,0.0606,0.41,0.2239,4,17,21
526,24-01-2011,1,0,False,1,1,0.06,0.0606,0.41,0.194,0,7,7
527,24-01-2011,1,1,False,1,1,0.04,0.0455,0.45,0.194,0,1,1
528,24-01-2011,1,3,False,1,1,0.04,0.0303,0.45,0.2537,0,1,1
529,24-01-2011,1,4,False,1,1,0.02,0.0606,0.48,0.1343,0,1,1
530,24-01-2011,1,5,False,1,1,0.02,0.0606,0.48,0.1343,0,5,5
531,24-01-2011,1,6,False,1,1,0.02,0.0758,0.48,0.0896,0,15,15
532,24-01-2011,1,7,False,1,1,0.02,0.1212,0.48,0.0,5,79,84
533,24-01-2011,1,8,False,1,1,0.04,0.1364,0.49,0.0,6,171,177
534,24-01-2011,1,9,False,1,1,0.06,0.1515,0.41,0.0,4,98,102
535,24-01-2011,1,10,False,1,1,0.1,0.1364,0.42,0.0,6,34,40
536,24-01-2011,1,11,False,1,1,0.1,0.1212,0.46,0.1343,3,43,46
537,24-01-2011,1,12,False,1,2,0.12,0.1364,0.42,0.194,11,52,63
538,24-01-2011,1,13,False,1,2,0.14,0.1364,0.43,0.2239,6,54,60
539,24-01-2011,1,14,False,1,2,0.14,0.1364,0.46,0.2239,2,43,45
540,24-01-2011,1,15,False,1,1,0.16,0.1667,0.4,0.1642,7,50,57
541,24-01-2011,1,16,False,1,1,0.16,0.1515,0.47,0.2537,4,66,70
542,24-01-2011,1,17,False,1,1,0.14,0.1212,0.5,0.2537,6,178,184
543,24-01-2011,1,18,False,1,1,0.14,0.1364,0.59,0.194,8,145,153
544,24-01-2011,1,19,False,1,1,0.14,0.1515,0.54,0.1642,5,101,106
545,24-01-2011,1,20,False,1,1,0.14,0.1364,0.59,0.194,1,80,81
546,24-01-2011,1,21,False,1,1,0.14,0.1515,0.63,0.1642,6,53,59
547,24-01-2011,1,22,False,1,2,0.14,0.1364,0.63,0.2239,3,32,35
548,24-01-2011,1,23,False,1,2,0.16,0.1515,0.64,0.2537,3,21,24
549,25-01-2011,1,0,False,2,2,0.16,0.1364,0.69,0.2836,3,6,9
550,25-01-2011,1,1,False,2,2,0.16,0.1667,0.69,0.1642,0,5,5
551,25-01-2011,1,2,False,2,1,0.16,0.1515,0.69,0.2239,0,2,2
552,25-01-2011,1,4,False,2,1,0.14,0.1667,0.74,0.1045,0,1,1
553,25-01-2011,1,5,False,2,1,0.14,0.1364,0.74,0.2239,0,9,9
554,25-01-2011,1,6,False,2,1,0.16,0.1818,0.74,0.1045,1,35,36
555,25-01-2011,1,7,False,2,1,0.16,0.1515,0.74,0.2239,5,103,108
556,25-01-2011,1,8,False,2,2,0.16,0.1818,0.74,0.1343,5,233,238
557,25-01-2011,1,9,False,2,2,0.2,0.2273,0.64,0.0896,10,134,144
558,25-01-2011,1,10,False,2,2,0.22,0.2424,0.6,0.1045,6,49,55
559,25-01-2011,1,11,False,2,2,0.24,0.2424,0.6,0.1343,6,55,61
560,25-01-2011,1,12,False,2,2,0.26,0.2879,0.56,0.0896,21,85,106
561,25-01-2011,1,13,False,2,2,0.26,0.2727,0.56,0.1343,21,72,93
562,25-01-2011,1,14,False,2,2,0.3,0.3333,0.45,0.0,11,57,68
563,25-01-2011,1,15,False,2,2,0.32,0.3485,0.42,0.0,21,63,84
564,25-01-2011,1,16,False,2,2,0.32,0.3485,0.42,0.0,14,102,116
565,25-01-2011,1,17,False,2,1,0.3,0.3333,0.45,0.0,14,208,222
566,25-01-2011,1,18,False,2,2,0.3,0.3182,0.49,0.0896,7,218,225
567,25-01-2011,1,19,False,2,2,0.26,0.2576,0.65,0.1642,13,133,146
568,25-01-2011,1,20,False,2,1,0.24,0.2273,0.65,0.194,16,103,119
569,25-01-2011,1,21,False,2,1,0.24,0.2273,0.65,0.194,5,40,45
570,25-01-2011,1,22,False,2,1,0.22,0.2273,0.64,0.1642,4,49,53
571,25-01-2011,1,23,False,2,2,0.22,0.2273,0.64,0.1642,3,37,40
572,26-01-2011,1,0,False,3,2,0.22,0.2273,0.69,0.1343,3,14,17
573,26-01-2011,1,1,False,3,2,0.24,0.2424,0.65,0.1343,0,5,5
574,26-01-2011,1,2,False,3,3,0.22,0.2273,0.69,0.194,3,7,10
575,26-01-2011,1,5,False,3,3,0.2,0.1818,0.86,0.2836,0,1,1
576,26-01-2011,1,6,False,3,3,0.2,0.1818,0.86,0.2836,0,8,8
577,26-01-2011,1,7,False,3,3,0.22,0.2121,0.87,0.2985,1,29,30
578,26-01-2011,1,8,False,3,3,0.22,0.2121,0.87,0.2985,3,69,72
579,26-01-2011,1,9,False,3,3,0.22,0.2121,0.87,0.2985,3,55,58
580,26-01-2011,1,10,False,3,3,0.22,0.2121,0.93,0.2836,2,26,28
581,26-01-2011,1,11,False,3,3,0.22,0.197,0.93,0.3284,6,35,41
582,26-01-2011,1,12,False,3,3,0.22,0.197,0.93,0.3284,7,41,48
583,26-01-2011,1,13,False,3,3,0.22,0.197,0.93,0.3284,4,43,47
584,26-01-2011,1,14,False,3,3,0.22,0.197,0.93,0.3582,0,36,36
585,26-01-2011,1,15,False,3,3,0.22,0.1818,0.93,0.4627,1,42,43
586,26-01-2011,1,16,False,3,4,0.22,0.197,0.93,0.3284,1,35,36
587,26-01-2011,1,17,False,3,3,0.2,0.1818,0.93,0.3582,0,26,26
588,27-01-2011,1,16,False,4,1,0.22,0.2273,0.55,0.194,1,23,24
589,27-01-2011,1,17,False,4,1,0.22,0.2424,0.55,0.1045,2,82,84
590,27-01-2011,1,18,False,4,1,0.2,0.2273,0.69,0.0896,3,101,104
591,27-01-2011,1,19,False,4,1,0.2,0.2273,0.69,0.0896,3,76,79
592,27-01-2011,1,20,False,4,1,0.18,0.2121,0.74,0.0896,4,55,59
593,27-01-2011,1,21,False,4,1,0.18,0.2121,0.74,0.0896,2,36,38
594,27-01-2011,1,22,False,4,1,0.18,0.2121,0.74,0.0896,0,27,27
595,27-01-2011,1,23,False,4,1,0.18,0.197,0.8,0.1642,0,16,16
596,28-01-2011,1,0,False,5,2,0.2,0.2121,0.75,0.1343,0,9,9
597,28-01-2011,1,1,False,5,2,0.2,0.2121,0.75,0.1343,1,2,3
598,28-01-2011,1,2,False,5,2,0.2,0.2121,0.75,0.1642,0,2,2
599,28-01-2011,1,3,False,5,2,0.2,0.2273,0.75,0.1045,1,0,1
600,28-01-2011,1,5,False,5,2,0.18,0.2121,0.8,0.1045,0,4,4
601,28-01-2011,1,6,False,5,2,0.18,0.197,0.8,0.1343,0,16,16
602,28-01-2011,1,7,False,5,2,0.16,0.197,0.86,0.0896,2,58,60
603,28-01-2011,1,8,False,5,2,0.16,0.197,0.86,0.0896,2,155,157
604,28-01-2011,1,9,False,5,3,0.18,0.2121,0.86,0.0896,6,95,101
605,28-01-2011,1,10,False,5,3,0.18,0.2121,0.86,0.1045,0,49,49
606,28-01-2011,1,11,False,5,3,0.18,0.2121,0.93,0.1045,0,30,30
607,28-01-2011,1,12,False,5,3,0.18,0.2121,0.93,0.1045,1,28,29
608,28-01-2011,1,13,False,5,3,0.18,0.2121,0.93,0.1045,0,31,31
609,28-01-2011,1,14,False,5,3,0.22,0.2727,0.8,0.0,2,36,38
610,28-01-2011,1,15,False,5,2,0.2,0.2576,0.86,0.0,1,40,41
